Q3A,Q5A,Q10A,Q13A,Q16A,Q17A,Q21A,Q24A,Q26A,Q31A,Q34A,Q37A,Q38A,Q42A,gender,country,education,age,religion,orientation,married,familysize
1,2,1,2,2,1,2,1,3,1,1,2,3,3,2,US,3,36,2,2,3,2
1,2,1,3,1,2,4,1,2,1,1,4,4,3,2,US,2,17,7,4,1,4
3,4,3,3,4,3,3,3,3,4,3,3,3,4,1,US,2,36,6,1,2,3
4,4,4,4,4,3,4,4,4,4,4,4,4,3,2,AU,2,18,2,3,1,2
2,3,4,4,2,4,2,2,2,2,4,3,4,4,2,MY,2,17,10,1,1,5
3,2,1,3,2,2,2,2,2,2,2,1,2,2,1,US,3,25,2,1,1,2
3,4,3,4,3,4,3,3,3,3,2,3,3,3,2,US,2,16,6,1,1,1
3,3,2,2,2,2,1,3,3,2,2,2,1,4,1,US,4,32,5,1,2,3
1,2,1,1,2,2,1,2,1,1,2,1,1,3,2,GB,4,35,4,1,2,2
1,3,1,2,1,3,1,1,2,2,3,1,1,2,1,CA,2,18,12,1,1,2
2,3,3,3,3,3,3,3,2,2,3,3,3,3,2,CA,2,17,2,1,1,1
2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,GB,2,27,2,5,2,2
3,3,4,4,4,3,4,3,4,3,3,4,4,2,1,UA,3,23,2,1,1,1
4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,GB,2,17,1,3,1,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NONE,2,68,12,1,3,5
2,3,1,3,2,2,2,2,3,2,2,1,2,4,3,US,3,22,1,3,1,3
1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,US,3,23,4,1,1,3
2,4,3,2,4,3,2,2,2,2,2,3,1,4,2,US,2,21,4,1,1,2
1,1,1,2,1,2,2,1,1,1,3,1,1,1,2,MY,1,17,10,1,1,3
3,3,3,3,3,4,4,3,3,3,4,3,3,4,2,US,2,22,2,2,2,2
1,1,4,3,1,3,3,2,3,2,3,3,3,4,1,PL,3,42,4,1,2,2
1,1,1,2,1,2,1,1,2,1,2,2,1,2,2,AU,4,35,4,1,2,3
3,3,2,3,3,3,3,4,3,2,3,3,3,4,1,KR,4,22,2,1,1,2
4,3,2,4,1,2,2,4,2,4,1,2,2,2,2,IT,1,17,2,1,1,2
4,4,4,4,4,4,3,4,4,4,3,1,3,4,2,AU,1,14,3,1,1,2
2,2,1,2,2,2,1,2,3,1,2,1,1,2,1,PH,2,24,10,1,1,4
4,4,4,4,3,4,4,4,4,4,4,4,4,4,2,US,2,19,1,5,1,1
3,3,2,4,3,4,3,4,3,2,4,2,3,3,2,HU,2,48,4,0,2,1
3,2,1,2,2,2,1,2,2,2,2,2,2,2,2,US,2,49,2,2,2,3
3,1,4,2,4,2,4,4,3,2,3,4,4,2,2,MX,2,39,2,2,1,4
3,3,4,3,3,1,4,3,2,3,1,4,4,4,2,DE,2,16,12,2,1,2
1,3,1,3,1,3,2,2,3,2,2,2,2,2,2,AU,2,20,6,1,1,3
1,2,1,1,1,1,1,2,1,3,1,1,1,2,1,CA,3,43,7,0,2,3
1,4,3,2,2,2,1,4,1,2,1,1,1,3,2,US,2,30,12,5,2,2
3,2,2,3,2,3,2,1,3,2,3,1,2,3,2,AU,4,49,6,1,2,2
3,4,3,4,3,4,1,3,3,3,4,3,4,4,2,AU,2,18,2,2,1,3
3,3,3,4,4,2,3,4,4,4,3,4,3,4,2,AU,2,21,7,1,1,2
4,4,4,4,4,3,3,3,4,4,3,3,4,4,1,AU,3,29,2,3,1,1
1,2,1,2,1,2,1,1,2,1,1,1,1,2,2,AU,2,47,12,1,2,3
2,3,3,3,4,3,3,2,2,2,3,3,2,3,1,CA,3,21,8,1,1,2
3,2,4,4,4,4,4,2,3,3,3,3,4,4,2,US,3,51,10,1,3,3
1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,GR,2,20,2,1,1,2
4,3,4,4,3,3,3,3,3,4,3,4,3,4,1,US,2,55,12,1,2,4
3,1,2,3,2,3,3,1,2,2,3,4,3,3,2,US,1,18,2,4,1,3
4,3,4,4,4,4,4,4,4,4,4,3,4,3,1,BR,2,20,2,1,1,2
1,3,1,2,1,2,1,1,2,1,1,1,1,3,2,US,2,16,4,1,1,3
1,4,1,1,1,3,1,2,3,1,1,2,1,3,2,SG,1,15,4,1,1,3
2,3,3,2,2,2,2,3,2,2,3,2,3,3,1,AU,2,17,2,2,1,1
3,3,4,4,3,2,2,3,4,4,2,2,3,4,2,GR,2,18,1,1,1,2
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,ID,3,22,3,1,1,3
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,CA,1,23,7,1,1,1
1,1,2,3,2,2,1,1,2,2,3,1,3,1,0,KW,3,22,10,1,1,9
4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,GB,2,50,4,1,1,2
1,3,1,2,1,2,1,2,2,2,2,1,1,3,1,US,3,37,2,1,2,1
1,2,1,1,4,4,4,1,1,1,2,2,4,2,1,MY,1,15,4,1,1,3
1,2,1,1,2,1,1,1,1,2,1,1,1,3,2,US,4,54,9,1,2,8
1,2,1,1,1,2,1,1,2,1,1,2,1,2,1,US,2,19,7,1,1,2
2,4,4,2,4,3,3,4,2,3,2,4,2,4,2,GB,2,53,1,1,1,2
3,3,4,2,3,4,4,2,4,3,4,2,4,4,2,US,1,38,6,1,2,4
2,4,2,2,2,2,2,3,3,3,2,3,1,4,1,US,3,62,6,2,3,2
2,1,1,1,2,1,1,1,2,2,1,1,1,3,1,US,4,61,7,1,3,5
1,1,1,2,1,2,1,1,2,2,3,1,2,1,2,US,1,15,4,1,1,1
1,1,2,2,2,1,2,3,3,2,1,2,2,2,2,PT,3,25,1,1,1,0
1,1,1,3,1,2,1,2,2,2,3,1,2,2,2,DE,4,35,6,1,2,3
3,3,3,3,4,3,4,3,4,4,2,4,4,2,2,CO,2,18,12,2,1,3
1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,GR,3,35,7,1,2,2
3,2,2,3,2,2,3,2,3,2,2,2,2,2,0,PL,1,16,7,0,1,3
2,3,2,3,1,3,1,2,3,2,3,2,1,3,2,US,3,21,3,2,1,1
2,3,2,3,3,2,2,2,3,2,2,1,2,2,2,US,2,21,6,1,1,2
3,4,3,4,4,3,4,4,3,4,3,3,4,4,2,CA,1,15,2,2,1,2
1,4,2,3,2,2,1,1,3,3,2,1,2,4,2,GB,2,13,2,2,1,2
3,3,4,4,2,4,2,2,3,2,4,4,2,3,3,CA,3,19,2,4,1,2
1,2,1,2,1,1,1,1,2,1,1,1,1,2,1,US,1,16,6,1,1,3
3,4,3,4,4,2,2,2,4,3,3,2,3,4,2,GB,2,17,1,2,1,3
4,4,4,4,4,3,4,3,4,4,4,4,4,4,2,US,2,16,2,2,1,4
1,4,1,2,2,1,1,1,1,1,1,1,1,3,2,US,2,33,12,1,1,8
1,4,1,1,3,3,1,1,1,1,1,1,1,4,2,ID,2,20,10,1,1,2
3,2,4,3,2,4,4,4,4,4,3,4,4,3,2,US,0,22,1,1,1,5
4,2,4,4,4,4,4,4,4,4,4,4,4,4,1,AU,2,21,1,1,1,2
2,3,3,2,1,4,3,1,2,2,4,2,2,4,2,GB,1,16,1,2,1,3
3,2,4,4,3,4,4,4,4,4,4,4,4,4,2,US,4,35,1,1,3,3
4,3,4,2,2,3,1,2,3,1,3,4,1,2,1,GE,3,21,0,1,1,1
2,4,1,3,2,1,1,4,4,3,1,2,1,2,2,US,2,25,7,5,1,2
3,3,2,4,2,4,3,1,4,3,3,4,2,4,1,DE,4,30,2,3,1,3
2,2,2,2,2,2,2,2,1,2,2,3,2,1,2,US,1,14,5,2,1,5
1,2,1,2,1,2,1,2,1,1,1,1,1,3,2,CA,3,35,1,1,1,2
3,4,3,4,4,2,4,3,4,4,3,3,4,4,1,SE,2,25,2,1,1,3
2,4,2,3,2,1,1,2,4,3,2,2,2,4,2,US,1,16,12,1,1,2
4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,GB,3,46,2,4,1,1
3,3,2,3,3,3,3,2,2,2,3,1,3,2,2,US,2,27,7,2,3,1
4,4,4,4,3,4,4,3,4,2,4,4,4,4,2,US,3,41,7,2,3,4
1,2,1,1,1,1,1,1,2,2,1,1,1,4,2,HK,1,14,2,1,1,2
4,2,2,4,4,3,3,4,4,4,4,2,3,3,1,KR,1,16,1,1,1,1
3,4,4,4,4,3,4,2,4,3,4,4,4,4,1,AU,1,30,7,1,1,3
3,4,4,4,4,3,4,3,3,3,4,3,4,3,2,GB,2,16,1,4,1,2
2,4,3,3,4,4,4,3,2,3,2,2,2,2,2,US,2,23,12,2,1,3
1,2,1,1,2,1,1,3,3,2,1,1,1,3,1,ID,2,21,10,1,1,3
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,US,1,13,2,1,1,6
2,3,3,3,3,4,3,2,3,2,3,3,3,4,2,US,2,20,1,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,US,3,54,1,1,2,4
3,3,3,3,3,3,3,3,4,2,2,3,4,3,1,US,3,25,2,1,1,2
2,2,1,3,1,1,1,1,3,2,1,1,1,3,1,NZ,2,37,1,1,1,1
2,1,4,3,4,3,3,3,2,3,2,4,4,1,1,SE,2,25,2,1,1,2
3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,RO,3,25,7,1,1,2
2,1,1,2,2,2,1,2,3,1,1,1,2,3,2,AU,1,17,1,1,1,2
2,2,3,2,4,2,2,2,2,3,2,4,2,4,2,AU,2,18,1,1,1,4
1,2,2,2,2,3,3,2,2,2,2,1,2,2,2,GB,1,14,2,3,1,2
1,1,1,3,1,1,1,1,2,1,1,1,1,1,2,US,2,18,4,1,1,2
2,2,3,2,2,2,3,2,3,2,2,2,3,3,1,US,2,17,2,2,1,3
3,4,3,4,4,3,3,3,4,3,3,3,4,4,2,NONE,2,21,1,1,1,3
3,3,2,4,2,4,4,3,4,3,2,3,4,4,1,SE,3,53,2,2,3,2
2,3,4,3,3,4,3,2,2,2,3,3,4,3,1,FI,2,19,2,1,1,2
2,4,2,3,2,2,4,2,2,2,2,2,4,4,2,US,2,21,12,4,1,3
4,4,3,4,2,3,2,4,4,2,2,2,2,4,2,PH,3,22,4,4,1,5
2,2,1,1,2,1,1,3,2,2,1,1,2,3,1,US,4,26,2,1,1,1
1,3,2,3,2,1,2,2,3,2,1,2,3,3,2,NZ,3,32,1,1,1,1
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,US,2,18,1,2,1,3
3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,ZA,3,33,2,1,2,3
1,3,2,2,1,2,1,2,1,1,1,2,2,2,2,US,1,40,12,2,3,5
2,4,4,4,4,3,3,4,4,2,2,2,2,4,1,US,2,22,4,2,1,4
1,1,1,1,2,2,1,1,3,2,2,1,1,1,2,ID,2,20,10,3,1,2
1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,ID,3,24,10,1,1,2
1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,NL,0,36,1,1,3,1
2,3,4,3,3,4,3,4,3,3,3,4,2,3,2,KR,1,16,6,4,1,2
4,3,4,4,3,4,4,4,3,3,4,3,3,4,2,PT,1,16,2,2,1,2
2,1,1,1,2,2,3,1,2,1,2,2,4,1,2,AU,2,14,6,2,1,3
4,2,3,3,4,3,2,3,3,4,3,4,3,2,2,ID,2,20,10,1,1,1
1,4,2,2,2,2,1,3,2,2,1,1,1,3,2,US,2,47,7,1,2,3
1,1,1,1,2,1,1,4,1,1,1,1,1,2,2,US,2,45,4,1,2,5
2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,US,3,41,8,1,2,3
2,3,2,2,3,1,1,3,4,3,1,2,4,3,2,IT,1,15,4,1,1,2
4,4,4,4,3,4,4,3,4,4,4,4,4,4,2,NL,2,21,4,5,1,3
2,3,3,3,4,4,3,3,4,2,4,4,3,4,2,DK,1,18,1,2,1,1
1,1,1,2,3,1,1,2,1,1,1,1,1,2,2,ID,1,15,8,3,1,2
2,3,3,3,3,3,4,2,4,2,3,3,3,2,2,US,2,43,7,1,3,2
4,3,4,4,4,3,3,4,4,4,4,3,3,4,1,JM,2,59,6,1,2,4
1,4,2,2,3,1,1,3,2,4,1,1,1,4,2,US,3,55,7,1,1,13
1,1,1,1,1,1,2,3,1,2,1,1,1,1,1,ES,2,16,2,1,1,1
1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,IN,4,52,6,1,2,2
2,3,3,2,2,3,1,3,1,3,3,3,2,3,2,CA,2,16,4,1,1,2
2,2,4,4,3,3,4,2,4,2,3,3,3,3,1,GB,2,46,2,1,1,2
3,3,1,3,1,2,2,1,2,1,1,1,2,2,2,US,1,13,2,2,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,US,3,58,4,0,2,2
2,3,2,3,2,4,3,1,3,1,4,2,4,3,2,US,1,15,2,2,1,2
3,3,4,4,3,3,4,2,3,3,3,4,4,4,1,US,2,28,7,1,1,4
2,3,4,2,1,3,3,1,3,1,4,4,3,2,2,GB,1,15,2,2,1,3
2,2,3,3,2,2,2,3,3,4,2,2,2,4,2,US,3,19,7,1,1,3
3,2,4,4,4,4,3,3,1,1,3,4,4,2,1,FR,3,24,2,1,1,2
4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,LB,1,15,10,5,1,3
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,JM,3,26,7,1,2,4
1,2,1,1,1,1,4,1,1,1,1,2,1,3,1,US,1,15,2,2,1,3
4,1,4,4,4,4,4,2,4,3,4,3,4,1,1,US,2,19,6,1,1,3
1,3,3,3,1,1,1,2,4,1,2,2,1,2,1,US,2,20,1,1,1,2
1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,IN,4,29,8,1,1,2
2,2,2,2,1,1,1,2,2,2,1,1,1,2,2,AU,3,23,1,1,1,2
3,4,3,3,3,3,3,3,3,3,3,3,3,4,1,US,2,21,6,1,1,0
2,4,2,4,4,4,2,2,4,4,2,2,4,2,2,MY,2,35,8,1,2,4
1,3,1,1,1,1,1,2,1,2,1,2,1,2,2,US,4,44,7,1,3,2
3,3,3,3,2,3,3,2,4,2,4,3,3,2,2,PH,2,16,4,1,1,4
2,3,4,2,2,4,2,2,3,2,3,3,4,3,2,GB,1,13,4,5,1,3
2,3,1,2,2,1,1,2,2,3,1,1,1,2,2,FR,4,58,2,1,2,1
3,4,4,4,2,4,4,4,2,2,4,2,4,4,1,CA,1,16,2,2,1,5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,FR,4,29,2,1,1,2
2,1,2,4,2,2,2,2,2,2,4,1,1,3,2,GB,2,18,7,2,1,4
2,4,2,2,3,2,2,3,2,3,1,2,1,3,2,CA,2,56,6,1,3,9
4,4,1,4,4,1,1,4,4,4,1,1,1,4,1,CA,4,37,2,1,1,3
1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,US,2,18,7,1,1,3
2,3,2,2,2,4,2,2,2,2,3,2,2,4,3,US,2,20,2,2,1,2
2,2,3,3,3,3,3,2,2,2,3,3,4,3,2,US,2,17,12,1,1,4
2,3,4,4,3,4,3,3,3,2,3,3,3,3,2,CA,2,48,12,5,3,1
1,1,2,3,1,2,2,1,2,2,2,1,2,3,2,US,2,14,1,1,1,7
2,4,2,4,4,4,4,3,4,3,3,1,3,4,1,ID,4,37,2,1,0,2
1,2,1,2,2,2,2,2,1,2,1,1,2,2,2,US,2,17,2,4,1,3
2,2,2,3,2,3,2,3,3,2,3,3,2,2,3,US,3,25,12,4,1,2
2,2,3,3,3,3,3,2,4,2,4,3,3,3,2,US,2,16,1,2,1,1
2,3,2,2,1,1,1,2,2,2,1,1,1,3,2,US,3,23,7,1,1,3
2,3,2,4,3,4,3,4,4,2,4,2,2,4,3,DE,2,18,2,5,1,2
3,4,3,3,2,3,2,3,3,3,2,2,2,3,1,US,2,20,1,1,1,2
4,2,3,3,2,3,3,4,3,2,4,3,3,3,1,US,1,14,1,2,1,2
1,2,3,1,1,1,1,1,1,1,1,2,1,3,1,US,2,19,2,1,1,3
4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,US,2,19,1,1,1,2
2,2,3,4,2,4,4,2,2,3,4,3,4,2,2,US,2,16,12,2,1,3
3,4,2,3,2,4,2,2,3,3,3,3,3,3,2,US,2,22,1,2,1,2
3,4,3,4,4,4,4,3,4,4,4,4,4,4,2,US,2,17,2,3,1,7
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,CA,2,77,6,1,2,4
1,1,1,2,1,1,1,1,2,1,1,2,1,2,3,US,2,18,12,5,1,3
2,2,1,2,1,1,1,2,3,2,1,1,1,2,3,US,2,20,1,3,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,US,4,41,6,1,2,3
3,4,4,4,3,4,3,3,4,3,4,4,4,4,1,US,2,25,6,1,1,2
2,2,1,3,1,3,2,2,3,3,2,2,2,2,2,NZ,2,29,4,1,2,4
3,2,3,4,4,3,3,4,3,4,3,4,2,4,2,GR,4,29,2,1,1,2
2,3,2,4,4,2,2,4,4,4,2,3,2,3,2,US,2,21,10,2,1,6
2,4,1,3,4,2,1,1,3,2,2,1,1,2,2,DE,3,20,6,5,1,2
2,3,2,2,1,2,2,1,2,1,2,3,2,1,2,JM,3,24,7,1,1,7
2,1,2,2,2,2,2,2,2,2,2,2,2,3,1,CZ,2,27,12,1,1,4
2,3,2,2,2,4,1,2,2,2,2,2,2,3,2,GB,4,30,6,1,2,3
2,1,2,4,4,4,3,3,4,2,4,2,4,4,2,US,2,13,4,1,1,2
4,4,3,3,4,2,3,4,2,4,2,3,3,4,2,US,2,18,2,0,1,2
1,4,2,2,2,2,2,2,3,3,2,2,1,3,2,US,4,49,2,1,2,4
1,3,2,2,1,1,1,1,2,1,1,1,1,3,2,US,4,42,7,3,1,2
3,4,4,4,4,4,4,3,4,4,3,3,4,2,1,CL,4,31,1,1,1,2
2,1,3,2,2,3,2,2,3,3,3,3,3,3,2,AE,2,17,4,1,1,2
2,2,2,3,2,2,2,2,3,2,2,2,2,3,2,US,2,19,2,1,1,9
2,2,3,2,2,2,1,4,2,2,1,2,3,1,1,US,2,19,2,2,1,2
2,2,3,2,1,3,1,1,2,3,3,4,2,1,1,US,2,17,6,1,1,2
2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,AW,2,47,6,1,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,NZ,4,62,7,1,3,3
4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,US,2,17,1,1,1,3
2,3,3,3,3,2,3,2,3,2,3,3,2,2,2,US,2,37,7,2,3,2
2,1,4,4,4,4,4,4,4,4,4,4,4,4,2,MX,3,22,2,2,1,2
1,4,1,1,1,1,1,2,1,1,2,1,1,3,1,US,2,21,2,1,1,6
2,2,1,2,1,1,1,1,1,2,2,1,1,3,1,US,3,21,1,1,1,3
4,4,4,3,4,4,3,2,3,2,3,4,4,3,2,US,2,24,1,2,1,1
3,3,4,4,4,4,4,4,3,4,4,3,4,3,2,US,1,16,2,2,1,3
2,2,3,4,2,1,2,2,3,2,2,2,1,2,2,US,2,17,1,1,1,1
2,4,4,2,2,4,4,3,4,1,4,4,4,4,2,IT,2,19,2,3,1,1
2,2,2,2,4,4,2,2,2,3,2,3,3,3,2,GB,1,14,2,1,1,3
2,3,3,2,3,1,2,2,3,2,1,2,2,3,2,CA,2,85,2,1,3,4
1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,US,1,15,2,3,1,3
2,2,3,3,3,2,3,3,3,2,2,3,2,2,2,US,1,15,1,1,0,2
3,3,4,3,2,3,3,3,2,2,3,3,3,3,1,US,2,22,1,1,1,4
2,3,4,4,2,3,4,2,3,3,4,4,4,4,2,US,1,14,2,2,1,4
3,3,4,4,4,4,4,4,4,4,4,4,4,3,2,US,2,18,7,5,1,2
1,3,3,1,1,4,1,1,2,1,4,3,2,4,2,US,1,15,7,5,1,3
2,4,3,3,3,4,2,3,3,2,3,2,2,4,2,US,2,18,1,2,1,3
2,4,3,3,3,1,2,3,3,2,2,3,1,4,1,CA,3,26,6,1,1,2
4,4,4,4,4,4,4,4,4,3,4,4,4,4,2,US,3,23,10,5,1,2
3,4,3,2,2,4,1,4,1,4,2,3,2,4,2,US,2,29,7,1,2,2
3,2,4,4,4,2,4,2,4,2,3,4,1,4,2,US,2,18,10,1,1,3
2,3,3,3,3,3,3,3,4,2,3,3,3,3,1,CA,4,31,12,1,1,0
3,4,4,4,4,2,3,4,4,4,2,3,4,4,2,DE,4,28,1,1,1,2
3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,IL,2,23,2,5,1,2
2,3,2,3,4,2,1,3,2,3,3,3,1,2,2,ID,3,22,4,1,1,3
1,4,2,2,3,1,1,2,3,2,1,1,2,4,3,US,3,29,1,2,1,2
2,1,2,2,4,3,3,1,2,2,2,3,3,3,1,IN,3,26,8,1,1,2
2,3,1,2,3,1,2,2,2,2,1,1,1,3,1,US,4,33,1,3,1,3
4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,US,2,15,7,2,1,2
2,4,1,3,3,4,3,3,4,2,2,4,4,4,1,GB,2,16,2,1,1,2
2,4,3,4,3,3,3,2,3,2,3,2,2,3,1,MX,2,17,1,1,1,3
1,2,1,2,1,1,2,2,2,1,2,1,1,2,2,GB,2,17,1,2,1,3
2,4,4,4,3,4,1,3,4,1,4,4,4,4,2,PL,2,19,1,2,1,1
2,2,1,2,1,2,2,1,2,1,2,2,3,2,2,RO,1,18,2,1,1,1
4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,US,1,15,12,1,1,1
2,2,2,2,2,3,3,3,2,2,3,1,3,1,1,GT,2,17,1,1,1,2
2,4,2,2,3,4,2,2,3,3,4,2,3,3,2,GT,1,17,6,1,1,3
1,3,3,1,2,2,3,2,1,3,2,2,2,4,1,GT,1,17,1,1,1,3
2,3,2,4,2,4,3,2,4,2,3,3,4,4,1,US,2,17,2,1,1,3
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,US,3,35,1,1,1,3
4,4,4,4,3,4,4,4,3,4,4,4,2,4,1,MX,2,16,2,1,1,2
2,2,3,3,4,1,2,4,3,2,3,3,2,2,1,PE,2,20,2,1,1,0
2,4,4,4,3,4,4,4,3,2,4,3,3,3,1,PE,2,16,2,1,1,2
4,4,4,4,3,4,4,2,3,3,4,4,4,3,2,US,4,24,6,1,1,1
3,4,4,4,3,4,4,2,3,4,4,3,4,3,2,MY,1,17,10,2,1,5
1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,US,3,40,12,1,1,3
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,US,1,14,2,4,1,2
1,2,2,2,3,3,2,2,2,2,3,2,2,4,2,MX,2,17,4,1,1,2
4,4,3,4,4,3,4,4,4,3,4,4,4,4,2,NONE,2,46,12,1,1,3
4,1,4,4,4,4,2,4,4,4,4,4,4,4,2,PK,4,22,10,4,1,3
2,2,4,3,1,2,2,2,3,3,3,2,1,1,2,US,4,63,3,1,3,6
2,4,3,3,3,3,3,3,3,4,3,3,4,4,1,US,4,20,10,1,1,2
2,3,3,3,3,3,3,4,4,2,3,3,2,4,2,GB,2,18,2,2,1,0
4,3,4,4,4,4,4,3,4,3,4,4,4,4,2,CA,2,20,1,5,1,2
2,4,2,2,4,2,1,1,3,2,2,2,1,3,2,US,4,43,2,1,2,3
4,4,4,4,4,3,3,4,4,2,2,2,2,2,2,AU,3,22,2,1,1,2
4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,GB,2,21,12,5,1,2
1,4,2,3,3,3,2,2,2,2,4,3,2,4,2,US,1,17,1,2,1,3
2,2,1,3,2,4,3,2,4,2,2,2,2,3,2,GB,1,17,6,5,1,3
1,2,2,1,2,1,1,2,2,2,1,1,1,2,1,US,3,28,1,1,2,4
2,3,2,3,2,3,2,3,3,4,3,2,2,3,1,GB,2,17,2,1,1,2
2,2,3,3,3,3,2,2,2,2,3,3,2,4,2,US,3,29,10,2,2,2
2,4,3,4,3,4,4,2,4,4,2,1,4,3,1,NONE,2,22,2,1,1,3
1,3,2,1,1,2,2,2,1,2,1,1,1,4,1,US,2,19,2,3,1,2
2,3,3,4,2,3,4,3,3,3,4,3,4,4,2,CA,4,20,4,2,1,2
4,3,4,4,4,4,4,4,4,4,1,4,4,4,2,BR,3,19,1,2,1,2
2,3,1,4,2,4,1,2,4,2,3,1,1,3,1,US,3,19,1,3,1,2
4,4,4,4,4,4,4,3,4,4,4,4,4,4,2,US,1,16,7,2,1,3
3,4,3,4,2,1,4,4,4,3,3,3,3,4,1,NONE,2,39,3,1,1,3
1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,MY,3,21,10,1,1,1
2,3,2,2,2,1,2,3,2,3,1,2,1,3,1,US,3,46,1,2,2,2
1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,MY,2,19,10,1,1,9
2,1,1,2,1,2,3,1,2,2,2,1,3,3,1,RS,3,21,7,1,1,2
4,4,3,3,4,4,4,4,4,4,4,3,4,4,2,US,2,19,7,1,1,2
4,4,2,4,4,2,2,3,3,3,3,2,2,4,2,MY,2,21,10,1,1,9
2,3,2,2,2,3,2,2,2,2,3,2,2,2,2,GB,3,44,2,1,1,3
1,1,1,3,1,4,1,2,3,1,3,1,1,2,1,US,2,19,12,3,1,1
3,2,4,3,2,3,4,3,3,3,4,3,4,4,2,US,3,38,2,1,2,4
1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,US,4,47,6,1,2,4
1,1,1,2,1,4,1,1,1,1,1,1,1,1,1,US,4,43,1,1,1,1
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,ES,2,16,0,1,1,2
2,2,2,3,3,4,2,1,3,2,2,2,3,3,1,US,2,23,12,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,CA,2,23,12,1,1,1
1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,GB,3,49,12,1,2,2
4,4,4,4,4,4,4,4,4,3,4,4,4,4,1,GB,1,37,2,1,1,5
3,3,1,3,4,2,4,4,1,3,3,2,4,4,2,NP,4,24,8,1,1,3
4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,US,1,18,1,3,1,2
2,1,2,1,2,1,2,3,1,2,1,2,2,2,1,SG,2,38,12,1,2,3
3,4,3,4,4,4,4,4,4,3,4,4,4,4,2,US,3,23,2,1,1,2
2,4,1,3,1,3,2,2,4,1,2,2,2,4,2,NONE,2,26,7,1,2,7
2,3,2,3,2,3,2,2,2,2,3,2,2,3,2,US,1,16,4,4,1,5
1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,US,2,20,2,0,1,3
2,3,2,3,4,4,2,3,3,4,4,2,3,4,2,GB,3,19,2,1,1,2
2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,EC,2,20,1,1,1,5
2,3,1,2,3,1,1,1,1,2,1,1,2,3,1,US,2,22,2,1,1,3
1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,EC,4,20,4,1,1,4
2,2,1,2,2,2,1,2,2,3,1,1,1,2,1,AU,3,47,7,1,2,3
1,4,2,4,4,3,1,4,3,2,1,1,1,4,2,US,3,22,12,2,1,2
2,2,2,4,3,2,2,2,4,3,1,1,2,4,2,CA,3,22,4,1,1,1
4,4,4,4,3,4,4,4,4,4,4,4,4,4,1,US,2,20,2,1,1,3
4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,NONE,2,23,1,1,1,3
1,4,3,2,4,2,3,2,3,3,3,3,2,4,1,US,3,20,1,1,1,2
2,3,4,3,4,2,4,4,2,2,3,2,4,3,1,US,2,19,1,1,1,3
