Q3A,Q5A,Q10A,Q13A,Q16A,Q17A,Q21A,Q24A,Q26A,Q31A,Q34A,Q37A,Q38A,Q42A,country,education,gender,age,married,familysize,soma_depressao,indice_depressao
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,3,2,18,1,2,26,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,16,1,2,20,1,3,42,4
0,1,0,0,0,0,1,0,0,0,0,1,1,0,6,3,2,26,1,3,4,0
1,1,3,2,1,3,2,1,2,2,1,1,2,1,1,3,2,20,1,6,23,3
2,2,2,3,3,2,2,2,3,3,3,2,2,2,1,3,2,23,1,4,33,4
3,3,3,3,3,3,3,2,2,2,3,3,3,2,1,2,1,21,1,5,38,4
0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,3,2,26,2,5,6,0
3,3,3,3,3,3,3,2,3,3,3,3,3,3,1,3,2,21,1,7,41,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,1,22,1,2,0,0
2,1,2,3,3,3,2,3,2,2,3,1,2,2,1,3,1,27,1,7,31,4
0,1,0,1,0,0,0,0,0,0,0,0,0,1,19,2,2,35,2,2,3,0
1,3,3,3,3,1,3,3,3,3,2,3,1,1,1,3,2,28,1,3,33,4
0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,4,2,37,2,8,10,1
2,3,2,1,3,3,2,2,2,2,3,2,2,3,1,3,2,21,1,6,32,4
2,1,0,1,1,0,2,1,1,1,2,0,1,0,1,4,2,36,2,3,13,1
2,3,2,1,3,1,2,2,2,2,2,2,2,3,29,3,2,37,1,6,29,4
1,1,1,2,2,3,2,1,2,1,2,1,1,1,9,4,2,25,1,3,21,3
1,2,3,3,3,2,2,3,3,2,2,2,2,1,40,2,2,18,1,2,31,4
0,0,0,3,3,3,3,1,2,0,3,3,3,1,1,4,2,25,1,2,25,3
0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,4,2,23,1,3,5,0
1,1,3,1,2,2,3,2,1,2,2,3,3,1,1,2,1,23,1,5,27,3
1,2,3,3,1,2,3,1,2,3,2,2,3,1,12,4,2,24,1,2,29,4
2,2,1,1,0,1,1,2,1,0,1,1,1,1,1,3,1,22,1,2,15,2
1,1,0,1,0,1,0,0,2,1,1,0,0,1,1,3,2,20,1,4,9,0
0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,3,1,23,1,3,2,0
1,1,1,0,1,1,0,1,0,1,2,1,0,2,2,2,2,19,1,3,12,1
2,3,3,3,2,3,3,3,2,3,3,3,3,1,12,4,1,22,1,2,37,4
1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,2,18,1,3,3,0
1,1,1,2,3,1,3,0,1,1,1,1,2,1,1,3,2,20,1,5,19,2
1,2,2,0,1,2,0,0,1,0,0,1,0,3,6,3,1,23,1,3,13,1
3,2,2,2,3,3,3,2,1,3,0,3,2,1,1,3,2,21,1,4,30,4
2,1,2,2,2,1,2,2,1,1,1,2,1,1,2,2,2,20,1,3,21,3
2,1,2,2,2,3,2,1,2,1,3,2,2,2,2,2,2,20,1,2,27,3
0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4,2,22,1,8,2,0
2,3,3,2,3,3,2,2,2,3,2,2,3,3,2,4,2,32,2,2,35,4
0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,2,3,22,1,2,3,0
3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,19,1,2,42,4
3,0,2,1,2,1,1,1,1,1,1,0,2,0,3,3,1,21,1,3,16,2
2,2,3,3,0,3,3,1,1,2,3,2,0,2,1,2,2,21,1,6,27,3
0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3,2,33,2,3,2,0
2,3,2,3,3,2,2,3,2,3,2,3,3,2,1,3,1,33,2,3,35,4
1,1,2,1,2,2,3,2,1,2,1,3,1,1,1,3,2,20,1,4,23,3
0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,4,2,25,1,2,3,0
1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,2,1,19,1,5,9,0
1,1,1,3,1,1,1,1,1,3,2,1,0,3,1,3,2,36,2,5,20,2
1,1,2,1,3,1,2,1,2,3,2,3,2,2,1,3,2,30,1,5,26,3
0,1,2,0,0,1,0,1,0,1,1,1,0,0,1,2,2,18,1,5,8,0
1,1,0,1,0,1,0,0,0,0,2,2,0,1,1,2,1,19,1,4,9,0
1,3,2,3,2,3,1,2,2,2,3,1,2,3,2,2,2,22,1,2,30,4
1,1,1,1,2,1,2,1,1,1,2,1,2,2,26,3,2,26,1,4,19,2
3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,2,2,20,2,3,42,4
3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,1,21,1,5,42,4
2,3,3,3,3,3,3,2,3,2,3,3,3,3,6,2,1,59,3,3,39,4
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,4,2,32,1,2,2,0
0,1,0,1,1,0,0,0,0,0,0,0,0,1,2,3,2,19,1,3,4,0
0,2,0,3,3,2,0,1,1,1,3,0,0,3,1,3,2,20,1,1,19,2
0,1,0,1,2,1,0,1,2,1,0,0,0,3,1,3,2,24,1,6,12,1
2,2,1,2,3,2,2,1,1,1,2,1,1,1,12,3,2,19,1,2,22,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,33,2,7,0,0
0,2,0,1,0,1,0,2,0,0,0,0,0,3,22,1,1,22,1,3,9,0
1,0,1,1,1,1,1,0,0,1,1,1,1,2,2,2,1,18,1,1,12,1
0,1,0,1,0,1,0,0,1,0,1,0,1,1,2,4,2,36,2,2,7,0
2,3,3,3,3,3,2,2,3,2,3,3,2,3,2,2,2,23,1,7,37,4
2,1,1,2,1,1,1,1,0,1,1,1,0,1,1,2,2,21,1,5,14,2
3,1,2,3,1,3,3,1,3,1,3,1,3,3,1,3,2,19,1,3,31,4
2,2,3,1,1,3,3,3,2,3,3,1,3,1,1,3,1,21,1,3,31,4
3,3,2,3,3,3,1,3,2,3,3,3,3,3,9,3,2,28,1,1,38,4
0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,2,2,22,1,2,5,0
2,2,2,3,2,2,1,2,3,1,2,3,1,1,1,2,2,19,1,3,27,3
0,3,0,0,1,0,0,1,0,1,0,0,0,1,9,3,1,23,1,2,7,0
0,1,1,1,1,1,1,1,2,2,1,1,1,1,1,3,2,23,1,6,15,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,20,1,1,14,2
3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,20,1,4,42,4
2,2,0,0,0,2,0,0,1,1,0,1,0,1,1,3,2,23,1,5,10,1
0,1,0,2,2,1,1,2,1,1,1,1,1,1,1,4,2,40,2,4,15,2
1,1,0,0,0,0,0,0,1,1,0,0,0,1,44,3,1,53,2,2,5,0
0,2,0,1,0,2,1,1,1,1,1,1,2,3,24,2,1,19,1,1,16,2
1,1,1,1,1,1,1,1,2,1,1,1,1,0,1,4,2,23,1,1,14,2
0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,2,31,1,1,1,0
2,3,3,1,3,3,3,1,2,3,3,3,0,2,1,3,2,22,1,6,32,4
1,1,3,2,1,2,1,1,2,0,3,0,3,0,2,3,3,22,1,2,20,2
2,3,1,0,3,2,0,3,1,3,2,2,0,3,2,2,2,33,2,3,25,3
1,2,3,2,1,2,3,1,2,1,1,2,3,1,2,2,1,21,1,2,25,3
1,3,1,2,1,1,0,2,2,0,1,1,0,2,38,3,2,22,1,3,17,2
0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,2,19,1,4,2,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,3,2,22,1,3,2,0
1,0,0,2,1,1,0,0,0,1,1,0,1,0,9,4,2,27,1,4,8,0
1,2,2,3,0,1,1,2,2,1,1,1,1,1,1,3,2,28,1,7,19,2
1,1,2,0,1,1,1,2,0,1,1,1,2,1,5,2,1,18,1,4,15,2
3,3,0,2,3,3,3,3,3,3,3,2,2,3,1,2,2,19,1,3,36,4
2,2,2,1,1,3,1,2,1,2,3,1,0,2,2,3,1,58,2,2,23,3
1,1,1,1,1,2,1,1,0,0,2,1,1,1,1,3,2,22,1,1,14,2
0,1,1,1,1,2,1,1,1,1,1,2,1,2,1,3,2,25,1,4,16,2
3,3,3,3,2,3,3,3,2,3,3,3,3,3,1,2,1,19,1,5,40,4
0,0,0,1,0,1,0,0,0,0,3,0,0,0,1,3,2,26,1,1,5,0
2,3,2,3,1,3,3,2,3,1,3,2,3,2,1,3,2,24,1,5,33,4
3,3,2,3,3,3,2,3,3,3,3,2,3,3,2,2,2,28,2,2,39,4
2,1,2,3,2,3,3,2,2,1,3,2,1,2,1,2,2,22,1,4,29,4
1,1,1,2,2,2,2,2,1,2,2,2,2,1,1,4,2,22,1,4,23,3
1,1,1,3,2,2,0,2,2,1,1,0,1,2,26,3,2,23,1,3,19,2
1,3,1,2,1,3,1,1,1,1,2,1,1,3,6,2,2,20,1,3,22,3
0,0,0,1,1,3,1,3,1,1,0,1,0,1,1,3,1,26,1,3,13,1
1,1,3,3,2,2,3,1,3,1,2,2,2,2,3,2,1,46,1,2,28,4
2,1,1,3,1,2,1,2,2,2,2,1,2,2,26,2,2,20,1,1,24,3
2,1,0,1,0,0,0,1,3,1,3,0,0,3,1,2,2,18,1,1,15,2
2,1,2,0,1,2,1,0,2,1,2,1,1,1,1,2,2,19,1,4,17,2
1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,2,21,1,3,13,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,34,1,7,1,0
2,2,3,2,3,3,3,2,2,2,3,3,3,2,1,2,2,24,1,6,35,4
0,0,0,1,1,0,1,1,0,1,0,0,1,0,13,3,2,24,1,1,6,0
3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,1,24,1,2,42,4
1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,3,2,22,1,5,17,2
2,2,3,2,2,3,3,3,2,2,3,3,3,1,1,3,2,24,1,3,34,4
0,1,1,3,1,1,3,1,0,0,1,1,1,1,1,2,2,21,1,4,15,2
1,1,2,3,2,1,3,0,2,3,1,1,2,2,1,3,2,25,1,5,24,3
1,2,3,3,2,2,2,2,2,1,3,3,1,1,1,3,2,20,1,3,28,4
1,3,3,2,2,2,1,2,3,3,3,1,2,2,1,2,2,20,1,3,30,4
1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,2,21,1,8,15,2
2,3,3,3,2,3,3,2,3,1,2,3,1,3,1,3,2,27,1,5,34,4
1,0,1,1,2,0,0,1,1,0,0,0,0,1,1,3,2,37,2,6,8,0
1,1,2,1,2,1,0,1,0,1,1,1,0,1,1,3,1,24,1,3,13,1
1,0,2,2,0,3,1,1,1,1,2,0,1,1,5,3,1,21,1,2,16,2
1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,2,2,18,1,4,6,0
0,0,1,1,2,0,0,0,2,1,1,2,0,2,1,3,2,22,1,8,12,1
3,2,3,3,1,2,2,1,3,1,2,3,3,3,4,2,1,20,1,3,32,4
1,2,0,1,1,2,0,2,1,2,1,2,0,2,1,3,2,23,1,3,17,2
1,1,1,1,3,2,3,1,2,1,2,1,2,1,1,4,2,31,2,5,22,3
1,3,2,2,2,3,2,2,2,3,2,1,3,3,9,3,2,21,1,3,31,4
1,1,2,3,1,2,3,1,1,1,3,1,3,1,1,3,2,20,1,3,24,3
0,1,2,1,1,0,0,0,0,0,2,1,0,0,1,3,2,24,1,6,8,0
0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,3,2,26,1,5,3,0
0,1,0,1,0,2,1,0,1,2,2,0,0,1,1,3,2,23,1,3,11,1
1,0,2,0,1,3,0,1,2,1,0,3,0,1,9,3,2,22,2,3,15,2
0,2,1,1,0,1,0,1,1,1,1,1,0,3,1,2,2,19,1,6,13,1
1,1,0,1,1,2,1,0,1,1,1,0,0,1,1,3,2,23,1,5,11,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,22,1,3,0,0
2,2,3,1,2,2,2,2,2,2,2,2,2,2,1,4,2,24,1,3,28,4
2,2,0,1,1,1,1,2,1,1,1,0,0,0,3,3,2,36,1,2,13,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,21,1,3,0,0
3,3,2,3,1,3,3,3,3,2,3,1,3,3,1,2,2,19,1,3,36,4
0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,2,21,1,6,2,0
0,2,1,1,1,2,0,1,1,1,1,1,0,2,4,2,2,18,1,5,14,2
2,3,2,2,3,3,3,1,2,3,3,2,3,3,26,2,2,26,1,3,35,4
1,1,1,1,1,2,0,1,1,1,2,1,0,1,1,3,2,31,2,4,14,2
1,1,3,1,1,0,1,2,2,1,1,3,1,1,30,2,2,54,3,2,19,2
0,1,2,1,0,0,0,2,1,1,0,0,0,1,1,4,2,26,1,2,9,0
0,1,0,3,3,1,1,3,1,0,0,0,0,0,1,3,2,27,1,10,13,1
0,1,1,3,3,1,0,1,2,1,3,0,3,1,2,3,2,25,1,2,20,2
2,1,1,1,2,2,1,1,1,1,1,2,1,1,1,4,2,23,1,1,18,2
0,2,0,1,1,0,1,1,2,1,0,3,0,3,1,3,2,28,1,4,15,2
1,1,0,2,1,1,0,3,2,3,1,0,1,2,11,3,2,20,1,3,18,2
2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,3,2,24,1,4,5,0
1,0,2,2,1,1,1,1,1,1,2,1,1,1,2,4,2,37,2,3,16,2
0,2,1,3,3,2,2,1,2,2,1,0,1,2,1,2,2,21,2,8,22,3
1,2,1,2,1,2,0,1,1,1,1,1,0,1,1,3,2,32,2,8,15,2
0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,3,1,27,1,3,4,0
2,2,0,1,0,1,0,2,3,2,1,1,0,2,1,3,2,21,1,7,17,2
0,0,0,1,0,1,0,0,2,0,1,1,0,1,1,3,2,21,1,3,7,0
1,1,2,2,0,2,2,0,3,0,1,0,2,2,1,3,2,18,1,3,18,2
0,0,0,2,1,0,0,0,1,1,1,0,0,1,5,1,2,48,2,2,7,0
1,1,1,2,2,3,1,1,3,2,2,1,2,2,1,2,2,20,1,3,24,3
0,0,0,1,0,0,1,0,1,0,0,1,0,1,18,4,2,41,1,2,5,0
1,1,3,1,1,2,1,1,1,1,2,2,1,2,1,3,1,21,1,6,20,2
1,1,1,2,2,2,1,0,1,0,0,0,3,0,1,3,2,25,1,3,14,2
1,1,3,2,2,3,2,1,2,1,3,1,2,1,1,3,2,26,2,4,25,3
0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,3,2,23,1,3,4,0
0,1,1,0,3,0,0,0,1,0,3,0,1,0,1,3,2,19,1,5,10,1
2,3,3,2,2,3,3,3,2,3,3,3,3,3,6,2,2,31,1,2,38,4
3,3,3,3,3,3,3,1,3,2,3,3,3,1,1,3,1,23,1,3,37,4
2,2,3,1,3,1,2,3,1,3,0,2,1,1,1,3,2,20,1,5,25,3
1,1,1,2,2,1,1,2,2,1,1,1,1,2,5,1,2,29,1,2,19,2
2,3,2,2,3,3,3,3,3,2,3,2,2,2,40,2,2,21,1,5,35,4
1,1,0,1,0,2,1,0,1,1,3,0,0,1,1,2,2,20,1,4,12,1
2,3,3,3,3,3,2,3,2,3,3,3,3,3,26,4,1,25,1,2,39,4
3,2,3,3,1,1,0,3,2,1,1,1,0,2,1,3,2,35,2,10,23,3
1,1,0,1,1,0,0,0,1,1,0,0,0,1,3,2,1,33,2,3,7,0
1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,22,1,6,15,2
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,21,1,4,13,1
1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,4,2,27,1,3,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,22,1,5,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3,1,29,1,1,2,0
3,1,1,3,3,3,3,3,2,3,3,3,3,3,1,4,2,34,2,3,37,4
1,0,1,1,3,0,0,1,1,0,0,0,0,0,5,4,2,20,1,3,8,0
3,2,3,2,3,3,3,3,3,2,3,3,3,3,1,2,2,19,1,3,39,4
3,2,3,2,3,3,3,2,3,2,3,3,3,3,1,2,2,18,1,7,38,4
2,3,3,3,2,3,1,1,3,2,3,3,2,3,1,3,2,37,1,5,34,4
3,3,3,3,3,3,3,2,3,3,3,3,3,2,1,3,2,21,1,3,40,4
3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,2,23,1,5,42,4
1,1,0,1,1,2,1,1,1,1,2,1,1,2,1,3,2,21,1,4,16,2
3,1,1,3,2,3,3,1,2,3,1,0,1,3,1,3,2,29,1,3,27,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,19,1,3,42,4
1,1,1,2,1,2,1,1,2,1,1,2,2,2,1,2,2,22,1,3,20,2
0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,24,1,3,1,0
1,1,2,3,3,2,1,2,3,1,3,1,2,1,1,2,2,19,1,3,26,3
0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,3,2,21,1,4,6,0
2,1,2,2,2,3,2,2,3,2,3,2,2,1,2,2,1,60,2,4,29,4
1,0,2,1,2,2,0,1,1,2,1,3,1,2,1,2,1,23,1,4,19,2
1,3,3,3,3,3,3,1,2,3,3,2,3,2,1,3,2,19,1,2,35,4
1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,3,2,36,2,9,5,0
0,3,2,0,0,0,0,1,1,0,0,2,0,3,2,3,1,67,1,2,12,1
1,2,1,2,1,3,3,1,2,0,1,3,3,1,1,4,2,25,1,2,24,3
1,0,0,1,0,3,1,1,1,2,3,1,1,1,9,3,2,29,2,3,16,2
3,3,3,3,3,1,2,3,3,3,3,1,3,3,5,4,2,29,1,3,37,4
2,3,1,2,2,1,1,2,2,2,1,2,2,2,5,2,1,55,3,3,25,3
2,0,2,1,1,1,1,1,2,1,1,1,2,0,1,2,2,19,1,2,16,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,20,1,4,0,0
0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,2,23,1,6,2,0
1,3,3,3,1,3,3,3,3,3,3,3,3,1,1,2,2,21,1,5,36,4
1,1,2,2,1,1,1,2,1,2,0,1,1,2,5,2,3,38,3,2,18,2
0,0,1,1,2,1,0,1,1,1,1,1,1,1,1,2,2,20,1,4,12,1
0,1,0,1,1,3,0,0,0,2,1,0,0,1,1,3,2,29,2,4,10,1
0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,2,21,1,3,2,0
1,2,1,1,2,2,2,1,1,1,1,2,2,1,1,2,2,21,1,4,20,2
1,2,0,0,0,0,0,0,0,0,0,0,0,3,5,3,2,29,1,4,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,21,1,1,1,0
1,1,1,2,2,1,2,1,1,1,1,2,1,2,26,2,1,20,1,7,19,2
2,2,2,2,2,3,2,1,3,1,3,1,3,0,2,2,2,27,2,1,27,3
1,1,1,1,1,3,1,1,1,1,2,3,1,3,1,2,2,23,1,2,21,3
1,2,2,3,2,2,1,2,2,2,2,1,1,3,2,2,1,40,3,2,26,3
0,1,0,0,0,0,0,2,0,0,0,0,1,2,1,3,2,21,1,2,6,0
1,3,0,2,1,0,0,1,3,1,3,0,0,1,1,3,2,19,1,6,16,2
1,0,0,0,1,1,0,0,1,0,0,0,0,1,43,3,2,22,1,5,5,0
3,0,1,1,1,0,0,1,2,1,1,0,0,2,1,3,1,21,1,2,13,1
0,2,1,2,0,0,0,1,2,1,1,0,0,1,1,3,2,28,1,2,11,1
0,2,0,1,0,0,0,0,1,0,0,0,0,1,2,3,2,21,1,2,5,0
2,2,2,3,3,3,2,3,3,3,3,1,2,3,1,2,1,19,1,4,35,4
1,2,3,3,2,3,3,2,2,2,3,3,3,3,1,3,1,23,1,6,35,4
1,1,2,3,2,3,3,1,2,2,2,2,3,2,22,4,1,21,1,4,29,4
1,1,2,3,2,2,2,1,2,1,2,1,2,1,1,3,2,40,3,5,23,3
1,1,3,3,3,2,3,1,1,2,3,3,2,3,22,2,2,27,1,2,31,4
1,2,0,2,0,2,0,1,2,1,2,1,1,0,1,2,1,19,1,3,15,2
1,2,1,3,1,2,1,1,1,2,3,1,1,3,1,2,2,19,1,4,23,3
0,3,0,1,1,1,0,0,1,0,1,0,0,2,3,4,2,39,1,2,10,1
0,3,1,3,2,2,0,0,2,1,0,0,0,3,2,4,2,41,2,4,17,2
3,0,3,3,3,3,3,3,2,3,3,3,3,0,1,2,2,20,1,4,35,4
0,1,0,1,1,1,3,0,1,0,1,1,1,1,1,3,2,23,1,6,12,1
1,1,2,1,3,2,1,1,1,1,0,2,0,2,1,3,2,21,1,4,18,2
1,3,1,3,1,3,2,1,3,2,3,2,3,1,1,2,2,21,1,3,29,4
1,2,2,2,2,3,3,2,2,2,3,2,3,1,1,2,2,18,1,3,30,4
0,2,1,1,1,1,1,1,0,1,0,1,1,1,2,2,1,51,2,3,12,1
3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,2,1,19,1,3,42,4
2,1,0,1,1,0,1,2,0,1,0,1,1,0,12,3,1,42,3,2,11,1
0,1,3,3,3,3,2,1,2,1,2,0,1,0,1,4,2,24,1,3,22,3
1,3,1,2,3,2,2,3,1,2,2,2,1,1,1,4,2,26,1,2,26,3
1,2,1,1,1,1,1,1,1,1,1,1,1,2,6,3,2,58,2,2,16,2
1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,3,2,21,1,4,18,2
1,2,2,1,3,2,1,2,2,2,2,2,3,2,9,2,2,21,1,5,27,3
1,2,1,2,2,1,1,1,3,1,1,0,0,3,39,3,3,25,1,1,19,2
1,1,1,1,0,3,3,0,1,0,3,3,2,1,42,4,1,34,1,3,20,2
1,1,0,1,1,1,0,1,1,1,0,2,1,1,1,4,2,22,1,8,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,21,1,2,0,0
3,3,3,3,3,3,3,3,2,3,3,3,3,2,1,4,2,25,1,5,40,4
1,2,1,2,1,2,1,1,2,1,3,0,1,3,1,3,2,20,1,10,21,3
2,0,1,2,1,2,2,0,1,1,2,3,2,2,2,1,2,18,1,3,21,3
0,1,0,1,2,0,0,1,1,1,1,0,1,1,1,3,2,20,1,4,10,1
2,2,3,3,3,3,3,3,3,3,3,3,3,2,1,2,2,20,1,2,39,4
1,1,0,1,0,0,0,1,0,0,1,0,0,2,2,2,2,20,1,2,7,0
1,1,1,0,1,0,0,0,2,0,0,1,0,1,1,3,2,34,1,5,8,0
1,1,0,1,1,0,1,1,1,1,2,1,1,2,1,3,2,25,1,5,14,2
2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,18,1,4,41,4
3,2,2,2,2,0,3,2,1,2,2,2,1,2,2,2,1,21,1,1,26,3
1,2,2,1,1,2,1,1,0,1,1,1,0,2,1,4,2,24,1,5,16,2
1,1,2,1,0,1,1,2,1,1,2,2,1,1,1,3,2,28,2,5,17,2
0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,3,2,22,1,3,5,0
3,1,1,3,1,3,3,1,3,3,3,1,3,1,1,4,2,24,2,4,30,4
0,0,1,0,0,0,0,0,0,0,1,1,0,3,2,2,2,19,1,3,6,0
1,2,2,1,2,2,1,2,2,2,0,1,0,2,12,2,2,20,1,1,20,2
1,0,2,2,1,3,0,3,1,1,0,0,0,3,1,3,1,22,1,2,17,2
2,3,2,3,3,2,2,3,2,2,3,2,3,1,1,3,2,18,1,4,33,4
2,2,3,3,3,2,2,2,2,2,2,3,3,2,1,3,1,21,1,2,33,4
0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,2,2,45,2,5,4,0
1,2,3,2,2,3,2,2,1,1,3,3,2,2,2,2,2,21,2,1,29,4
0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,3,2,19,1,3,6,0
3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,35,2,3,42,4
0,1,2,2,0,2,0,1,2,1,1,0,0,1,2,2,3,27,1,2,13,1
0,1,0,1,2,2,1,1,3,1,1,1,1,3,1,3,2,25,1,8,18,2
1,3,3,3,3,3,1,3,2,3,3,2,1,1,1,3,2,21,1,1,32,4
1,0,1,2,1,1,1,1,2,1,0,2,0,1,2,2,1,57,2,6,14,2
3,0,0,0,1,0,1,0,1,2,3,0,0,3,1,3,2,22,1,3,14,2
2,3,2,1,2,2,2,2,2,1,3,3,2,2,12,4,2,21,1,2,29,4
1,2,3,3,0,3,3,2,1,0,3,2,3,3,1,3,1,20,1,4,29,4
0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,35,2,5,1,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,2,24,1,4,2,0
2,0,0,1,1,1,0,1,0,0,1,0,0,1,1,4,2,39,2,5,8,0
1,1,1,2,1,1,1,1,2,1,1,1,1,1,26,3,2,21,1,1,16,2
0,1,3,3,2,3,1,1,2,3,2,1,1,1,1,3,2,45,2,8,24,3
1,1,1,1,1,1,1,1,1,2,1,3,1,1,5,3,2,51,3,2,17,2
1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,2,24,1,4,15,2
2,2,3,3,3,3,3,3,2,2,3,3,3,2,2,2,1,18,1,2,37,4
1,1,1,1,1,0,2,1,1,1,1,3,2,1,43,3,2,25,1,5,17,2
1,0,0,1,1,1,0,0,0,0,1,0,0,0,9,2,2,19,1,1,5,0
0,1,3,3,3,1,3,1,2,3,2,2,2,2,2,1,2,50,3,5,28,4
0,3,2,2,3,3,3,0,2,1,3,3,1,1,1,2,1,25,1,3,27,3
2,3,2,2,1,1,0,1,1,1,1,1,0,2,2,3,2,26,1,2,18,2
1,1,2,3,1,3,2,1,1,1,3,3,1,2,1,2,2,22,1,7,25,3
0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,4,2,24,1,4,7,0
1,1,0,1,1,0,0,3,1,1,0,0,0,1,1,4,2,23,1,3,10,1
3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,18,1,3,42,4
2,1,1,1,1,1,0,2,1,1,1,1,0,2,1,4,2,33,1,6,15,2
0,1,0,1,0,2,0,0,1,0,1,0,0,0,2,2,2,19,1,2,6,0
2,0,1,2,1,0,0,1,2,1,1,1,1,1,1,3,2,33,1,2,14,2
1,2,1,3,1,0,0,2,1,1,1,1,1,3,1,3,2,21,1,5,18,2
2,3,1,2,1,1,1,3,2,3,1,0,1,3,2,4,2,46,2,4,24,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,22,2,1,19,1,2,42,4
1,2,1,1,2,1,3,1,2,1,1,1,2,1,1,3,2,26,2,6,20,2
2,2,3,3,1,3,3,1,0,2,2,3,3,1,20,4,2,24,1,2,29,4
1,0,1,1,1,2,2,3,2,1,3,2,1,0,1,2,2,20,1,5,20,2
2,1,3,3,2,3,2,2,1,2,2,1,0,1,1,4,2,22,1,6,25,3
0,1,1,1,1,0,1,1,1,1,0,0,1,1,43,2,2,18,1,1,10,1
1,2,1,3,3,2,1,1,2,1,2,1,1,3,25,2,2,22,1,4,24,3
0,1,0,1,1,0,1,0,2,1,1,0,1,1,2,4,1,30,1,3,10,1
2,3,3,2,2,3,3,2,3,2,3,3,3,2,1,3,1,21,1,2,36,4
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,27,1,3,28,4
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,2,19,1,4,1,0
2,1,1,2,0,2,1,1,2,1,1,2,1,0,23,3,2,31,3,2,17,2
